x,y,token
40.624252,15.823364,eyes
-42.288624,12.24403,whom
-32.571465,17.486437,among
45.68236,15.034185,still
3.30539,-27.433598,thought
14.311145,36.561737,sea
46.374783,-14.097426,mr
24.190784,-10.311833,last
34.26359,-7.095232,just
-23.417469,-20.357124,done
52.387306,28.784212,off
-47.504314,7.5615473,word
32.259254,33.566723,its
0.6945131,-5.0889235,world
-59.59599,2.701457,23
-57.44796,-11.077391,thou_shalt
41.08756,15.600119,face
40.60467,-22.707388,why
-4.238529,22.93358,night
-10.614715,-14.052651,days
24.76177,-11.487537,same
-10.406637,15.774987,found
16.287529,9.271641,voice
32.48892,-0.12807228,another
-20.182796,12.007772,took
-41.331875,-22.5664,hear
-40.657322,20.77796,brought
-55.41483,-10.892909,hast
-5.7072086,26.997398,three
24.590302,7.9248796,while
-22.211086,7.2162757,mother
-30.173141,27.770124,forth
-63.694347,31.502125,sons
-59.53732,2.6956215,24
33.058323,-18.790953,look
-15.41064,5.5487766,heaven
-22.642082,14.601411,set
-39.202335,39.28447,side
23.44292,56.026913,round
-28.730232,19.129393,young
40.01326,-23.642046,tell
38.4319,-7.503942,right
-51.616352,14.824755,called
35.650673,13.910371,under
52.448692,24.872255,back
-46.291534,-16.642342,love
-54.525845,22.55011,david
-27.280909,-18.26077,neither
52.004963,-10.243296,cried
-47.12697,19.150763,pass
19.778337,17.308292,seemed
31.51422,-34.696415,soon
29.853199,-23.237473,quite
-59.552013,2.2984605,25
43.006374,-21.850752,oh
-9.68699,-4.5126953,both
13.96291,-0.024609119,whale
-47.912212,8.46771,words
-38.21637,34.288498,city
-53.586926,-12.563629,thine
-59.518627,2.3232157,26
-10.838635,15.6089735,left
-53.09491,-13.082325,mine
25.152952,6.81775,till
2.7502716,-26.844938,always
-11.562515,14.283512,hands
-41.13598,-22.372307,speak
-29.880724,-25.475143,bring
51.855324,19.080359,looked
-27.74218,-12.377582,death
54.17774,-25.001413,herself
-21.861021,6.039405,woman
-60.06383,2.82912,27
10.70732,4.210897,far
37.247665,-6.496805,something
20.986977,-15.816747,whole
23.947771,-19.009153,seen
31.138224,-3.0959368,once
33.736134,15.257723,stood
-13.885923,-6.376172,thus
19.957253,-55.007362,.--
-24.993578,29.726034,thereof
56.123306,-4.4528093,half
-20.190327,11.987772,gave
-26.105206,-2.2016444,soul
36.499424,-20.088419,poor
-44.63395,50.62342,years
-47.893753,15.899337,sent
12.95948,3.001656,end
-59.895718,3.1998448,28
-17.332571,34.910496,fire
-10.844455,-16.626614,work
-2.462038,17.892282,high
-29.977776,22.90058,together
41.406345,-32.562588,morning
-9.839089,-32.426582,better
1.4196151,-30.30702,indeed
-44.13336,-14.8132305,according
28.085848,-54.327244,emma
-57.256493,12.534697,moses
3.8743298,-22.365454,part
-24.590094,27.48622,eat
-14.378211,-21.181053,given
36.931118,-26.401922,sure
37.995792,-19.359028,don_t
-56.309525,0.52932274,saith
-48.981598,35.79024,jerusalem
-16.325302,19.25523,full
-7.6519523,4.6917853,whose
-49.03111,35.801617,judah
-11.492691,32.115288,water
-5.818119,-25.788477,cannot
-33.651485,-9.122827,evil
32.624733,3.4475594,each
41.601025,-0.8768247,rather
2.628083,-27.328283,enough
-58.416836,17.955685,brother
-54.80391,14.0066185,answered
-60.018913,2.2426229,29
-7.0212216,-37.051895,myself
35.562496,-29.003191,going
-4.5174456,29.376244,light
21.490713,-0.4559807,new
-49.406406,14.65448,jesus
31.86892,49.21534,white
-14.837228,-24.488436,told
-29.91938,22.694525,themselves
-24.65989,12.341452,between
26.80519,18.24137,almost
-2.9735312,-38.607185,mind
-20.4772,15.64343,body
50.176956,14.227189,began
50.483406,11.434077,door
-58.39828,18.000633,wife
-13.508326,-11.503701,rest
28.792828,-24.924067,moment
-34.744423,6.8255186,dead
-2.2144592,-30.878502,friend
-15.169643,-24.929169,knew
-29.409925,-9.72431,spirit
42.637325,-23.023708,!--
40.53696,42.786865,ship
-27.202282,-21.837683,sight
34.907448,-16.691849,get
-59.558815,3.1987762,30
-39.56684,-4.632701,law
-21.012506,27.459526,blood
45.776226,-22.596067,dear
43.667328,-21.842548,sir
-6.79545,-15.10005,having
37.02612,15.838848,turned
-9.413636,-36.59257,find
-59.70397,3.5027125,31
-25.91561,-23.727245,stand
-29.57332,-16.895164,keep
-55.667233,-10.799429,art
-62.146957,18.462454,priest
52.586178,-20.807055,mrs
-17.604343,8.524235,gone
40.59867,-20.044855,t
-42.17427,49.94153,hundred
-26.397001,-19.145193,none
26.482412,-53.58652,elinor
-27.577152,-9.75497,fear
34.73491,-33.22895,home
-12.70247,-44.857143,hope
38.316433,-19.476265,ll
43.93399,-21.955353,yes
22.58316,-49.102043,however
50.0972,10.471649,room
2.31647,-28.077145,really
-19.52403,43.980087,gold
-28.388409,-31.205265,call
-49.04663,11.02983,spake
-11.94509,-37.864513,believe
-58.964405,3.8465889,32
-13.276212,25.43662,sword
-24.575293,5.3179016,taken
20.227404,-21.134525,perhaps
26.549932,-53.57042,marianne
-40.559692,31.307201,egypt
-42.072433,49.844776,thousand
38.36109,-24.09074,does
-27.188251,-1.7907485,mouth
-56.73139,39.72313,year
-42.065174,52.15718,four
-17.465973,4.944686,within
-22.817396,-19.600769,known
-22.481138,1.0048903,strong
-12.919972,31.952225,feet
-17.607658,-4.365553,power
12.625943,40.05515,air
59.35806,-1.0880046,captain
15.877661,-39.37926,felt
-22.227087,7.203946,sister
-51.388382,-1.1563898,servant
54.301395,14.921689,ahab
2.089923,-14.3705435,present
-37.936172,21.899216,near
-12.020106,-32.84195,whether
-38.661964,5.014229,holy
-30.842678,26.690002,cast
-59.689323,3.980436,33
-35.19767,11.49238,fathers
-12.919785,-24.391209,asked
40.17452,-2.024675,sort
-3.6380336,-26.185724,best
-32.023346,-19.98111,turn
-50.696133,21.364529,servants
50.792213,19.010294,looking
-42.5831,51.754807,five
-53.783737,7.303032,brethren
40.18854,-24.843725,mean
-58.017532,18.698467,daughter
-24.185043,-40.364063,happy
32.599815,5.3084664,small
36.683506,21.19548,open
50.220833,3.5382113,boy
37.41026,-31.063862,next
-42.819637,52.50003,seven
-30.378801,-14.099011,peace
33.67627,14.8751135,sat
8.596246,49.62506,sun
-32.177,-25.91528,return
26.601261,-53.59284,anne
53.224747,-21.438192,miss
-3.9353766,-12.278484,hold
-2.1299348,18.16007,above
-13.021871,-36.899162,want
-8.982333,-27.339716,else
-21.783934,5.898375,child
-33.92281,-14.933447,live
-58.85483,4.1950274,34
51.450836,-3.7074153,turnbull
29.142353,-32.985638,since
-41.982307,19.089561,fell
2.7794402,4.314725,few
54.666504,-6.2845173,",'"
-37.607166,-20.384354,pray
-42.56945,-20.659742,truth
-44.64009,-3.2717757,glory
-52.609383,12.994854,certain
-46.057804,36.99285,cities
51.31174,-3.9218888,syme
45.077934,-13.66837,lady
-0.2131056,-22.465569,true
35.837116,-28.95165,coming
6.2317696,-23.68366,least
-1.1350403,-15.459907,others
-14.709338,21.850683,lay
-11.739747,33.123573,ground
-24.386908,-30.878635,leave
-21.374268,27.869795,flesh
-42.846214,24.09696,until
-10.523862,-15.8654,manner
-25.36238,17.278172,passed
-32.593697,-14.166073,cause
28.056759,-54.330227,harriet
-29.589544,-16.86843,walk
27.466208,22.13829,eye
33.70232,-23.79381,matter
-26.631506,-10.723434,afraid
-29.146317,-34.282463,alone
41.4315,-32.588585,evening
-9.278416,-39.283363,wish
36.177086,-15.989753,got
-29.792791,6.9151855,fall
-20.516031,-29.708744,family
-57.25363,12.525785,commanded
50.60101,-9.895643,"--"""
13.370208,5.3151817,less
-45.94593,-36.883152,enter
-4.4438615,-42.990807,friends
48.14376,17.382103,towards
52.960384,-9.922615,replied
-13.070292,-34.598507,answer
-60.230465,3.0774856,36
11.114257,-20.204948,kind
45.93679,36.545773,behind
-42.588432,51.155266,twenty
-24.638,27.496141,drink
-39.248875,38.168434,toward
-33.95364,-15.004669,die
32.015606,49.409657,black
-35.094376,24.713612,war
14.893521,-6.1546965,times
-59.612823,3.9550097,35
-28.656473,-19.160788,bear
-58.815224,39.588894,second
34.144398,-36.76,hour
-25.196674,15.022951,book
45.8715,36.935463,along
-37.661983,32.79362,midst
-20.75577,-19.472061,money
-37.4282,-41.48497,haue
-0.97008204,-22.60028,reason
-19.574112,43.946537,silver
-54.52699,-0.4535693,thus_saith
45.154,-24.327686,m
-2.571853,37.97295,waters
-22.48842,-2.486285,joy
-7.5130806,39.928493,field
-17.737186,-17.789482,kept
32.588833,5.32257,large
-59.10343,21.95127,saul
-13.197628,-36.709045,ask
-37.113087,16.703608,mighty
-23.817413,16.695642,country
31.588196,48.682747,red
-23.172832,-26.765593,help
-0.8425889,-3.5687048,living
-9.275751,-44.395283,feel
51.417248,-3.7364018,macian
-50.198532,30.278217,kings
-26.38004,-31.470695,remember
-7.669706,38.718407,tree
4.51657,-26.014343,often
-37.766293,-5.4412622,wicked
-60.596687,3.2063348,37
24.740595,-11.869656,course
-14.19691,-36.2115,understand
17.63397,36.06936,garden
-24.548355,27.491785,bread
-22.252861,-21.827353,spoken
-2.5001266,-40.630173,person
-4.3695607,-50.857845,pleasure
-11.374984,-25.36829,returned
-9.906925,-25.971228,ready
-2.6889799,-10.355875,nature
1.5753604,-30.261505,certainly
14.364033,40.287437,dark
-35.33851,32.8138,dwell
-6.372955,5.9452386,strange
-35.180325,-4.00268,sin
33.574806,35.475998,boat
-28.349216,18.829588,women
-26.39801,45.60919,altar
54.56965,-6.139692,alice
24.406668,-35.76508,short
-8.788051,-52.133533,able
-29.748884,11.500932,nations
-29.907454,-25.486885,send
-11.508983,27.56937,broken
-25.203705,15.022242,written
-42.72841,52.011707,ten
-44.90516,-7.2832713,christ
-46.239532,-14.329851,faith
44.998466,30.967249,table
-2.1203046,-27.098795,anything
-13.85655,21.97198,bed
-23.366304,-24.683846,master
-57.425903,-11.056823,shalt
-14.8054285,17.212091,fine
-34.022266,-16.008793,surely
-60.776127,2.9627137,38
-34.586052,10.305033,gods
-12.54549,-39.492676,ought
-55.97903,2.2423398,wherefore
-14.91335,21.660862,laid
-25.133055,-4.6337852,strength
-48.348442,-0.8317492,praise
-60.297085,13.606222,jacob
-5.0998626,-21.344881,either
49.814568,26.21786,ran
-6.223493,22.089945,rose
1.9016804,15.617183,itself
-42.15831,-15.533064,judgment
-33.364704,42.672997,congregation
-4.2289453,42.187187,trees
-62.559628,34.609123,priests
-31.920568,40.279568,gate
-1.4092484,-32.346542,business
41.227547,-23.601797,?--
-35.73962,-5.5134244,yea
-32.584583,-6.486565,wise
-31.459059,-16.792831,honour
-21.518929,-39.406517,meet
26.068874,9.157708,walked
-6.9778214,43.63241,sweet
36.764854,-26.854708,glad
-15.840395,-21.276588,received
-43.333893,-4.4328346,kingdom
41.06965,-26.08077,suppose
-61.455006,3.643624,40
-40.129154,2.06605,works
47.06869,15.811525,suddenly
-7.343161,-11.612415,lost
-3.9259522,-51.931084,doubt
-60.86463,31.460371,ham
35.045547,48.361713,hair
12.557252,3.0995135,beyond
-31.848328,38.833073,wall
-4.527566,2.1504247,",)"
-61.961273,25.090935,aaron
47.787193,33.766056,arm
-47.735172,0.9541479,blessed
37.132637,20.413683,opened
-12.271619,-35.465282,talk
19.934483,-54.85385,;--
-36.554607,-16.986485,seek
1.2844057,-25.707333,case
-47.770164,-15.38725,knowledge
36.092175,-5.2439384,hard
28.954802,-28.279211,immediately
-29.699335,47.407063,offering
-20.89365,42.616337,wood
-3.0703092,-32.930435,seeing
-66.49626,29.006477,chapter
-1.5939351,35.368973,wind
26.082153,-9.026834,point
22.521364,-29.700068,silence
37.200047,-9.062812,",--"
-2.3818824,44.370758,green
-30.007017,47.51971,offer
-34.873077,-18.889963,save
-3.530852,20.602167,deep
-15.010904,9.710775,sing
39.6879,-18.41502,.'
12.54058,-22.496426,making
-56.568596,39.49097,month
-25.52486,-29.209148,sit
-60.73039,3.122654,39
39.953163,-18.424334,!'
-46.35948,-8.515293,seed
13.04246,26.555855,fish
-3.8205597,25.273113,sound
1.0974612,-27.533178,bad
-30.440424,15.505769,cry
-6.750224,40.95591,fruit
-40.830433,34.647156,mount
-13.052462,4.010655,fast
-16.701212,8.66945,run
-33.327232,42.65912,tabernacle
-9.9907675,-21.627573,letter
12.92825,-41.325775,spirits
-10.012487,32.61133,cut
-11.811263,-21.980965,read
-36.80382,-28.026817,free
-2.4040666,0.10268865,past
-36.315147,-3.3294744,enemies
45.30221,-13.339307,gentleman
-49.527386,26.788754,chief
20.723974,53.356712,top
-48.013176,-35.640175,.)
-11.678079,42.017647,wine
-37.19652,-19.14054,judge
-19.498398,-12.591239,thoughts
-58.59645,39.51357,third
-40.6491,37.575493,river
-34.209545,4.689628,become
-54.053116,27.642359,daughters
-37.39792,-22.47567,shew
-61.36992,3.6449637,41
-52.907658,25.011402,solomon
-35.01853,24.274107,fight
-22.065304,6.595829,husband
-31.288326,4.251401,destroy
-39.26884,33.448902,wilderness
-6.9574323,-3.8530004,fair
-42.265537,13.992066,delivered
10.516155,21.913689,low
-54.610836,15.843477,john
38.199955,-16.315119,ve
-21.534739,42.599857,stone
37.600365,-24.2045,please
-6.2195783,17.569712,angel
-45.925137,-6.361071,righteousness
52.843533,-9.281816,continued
2.8684864,-26.722017,used
-30.56246,-0.39016065,anger
-8.720075,-31.528833,longer
30.497568,-40.870857,company
30.2638,-41.955696,party
30.65833,-34.72624,already
52.426487,24.958063,forward
-47.34999,-13.055607,ways
3.158022,36.765312,wild
10.049406,-17.708994,sense
-33.566994,-16.951881,lest
6.019134,-18.988047,appeared
-11.113916,-35.719685,seem
-4.312727,29.029503,darkness
-40.10738,-18.724808,sake
-37.067,24.01124,carried
-34.391216,-18.314869,deliver
-3.1866162,-42.323154,ill
16.702496,-34.67366,hardly
52.0219,-22.754404,mary
31.222784,-20.991014,comes
26.63224,21.929188,close
-25.395239,17.26912,followed
-3.68028,-26.950792,use
-54.338333,-0.6822143,hosts
-49.879135,-2.80344,covenant
-48.708805,-10.919675,mercy
9.201788,-16.368904,common
-26.43015,50.390724,oil
-9.345185,1.6447974,born
-56.555298,28.556488,died
-2.17419,-44.123566,possible
-42.82442,51.84945,six
-52.75956,34.927437,babylon
1.5939177,-34.323902,idea
-4.2164354,22.933296,sleep
-21.25585,-8.160673,vain
-16.192104,-44.553074,care
32.218266,35.76108,line
7.121455,-58.15797,general
33.676224,15.204735,standing
-56.27205,-10.361747,thyself
-35.245914,19.117542,number
6.868807,-28.422375,pretty
-35.159584,24.75475,battle
-45.453087,10.652118,concerning
-8.956434,-27.207438,except
-32.23663,-15.880002,receive
39.46008,-31.360453,morrow
-23.733091,-29.935148,wait
-15.609107,-14.008555,perfect
9.827162,22.018166,silent
51.732388,-19.072447,susan
37.758812,-21.51222,fellow
-1.7305558,-28.729733,yourself
-2.5697503,-52.076855,means
27.966629,-26.854198,spoke
2.0449274,54.37047,hill
-49.390472,29.4289,princes
-47.863434,-15.416479,wisdom
12.394673,-53.137154,feelings
18.772575,49.322716,blue
41.463276,-32.61764,early
-37.40532,-9.813097,doth
4.6668224,-25.909012,sometimes
50.785076,-16.415993,girl
-21.90548,2.8371701,became
-56.5771,-10.248702,wilt
27.932549,-10.889702,play
-30.784193,-19.183376,rise
50.15826,11.743822,window
1.8789891,-29.129734,wonder
-25.89998,-43.301746,state
-14.980756,47.475983,iron
-44.167095,-8.963001,cometh
-2.0767655,28.267061,cold
-45.61149,-14.158943,grace
-9.002654,-37.703888,need
-34.795956,-3.4024215,iniquity
-32.04606,-24.02613,follow
-15.453042,-22.706564,beginning
-42.159588,28.475426,pharaoh
-18.249626,53.846153,length
28.303055,-54.159763,mr_knightley
52.91128,-9.427634,added
29.069622,-44.505726,visit
-24.679941,-30.40157,stay
4.3927727,-27.511755,wanted
28.89127,-50.510315,edward
-35.03316,-16.661863,serve
-39.63851,40.544773,south
24.134186,2.021717,town
17.284891,-40.02039,change
50.70569,16.253569,instant
-42.740818,-36.356815,st
-42.101917,29.55177,multitude
23.088823,-54.00894,pleased
15.839917,0.5178733,whales
49.183,8.851798,street
-60.219574,4.7708936,42
-43.654472,51.814655,twelve
-62.975136,21.332682,prophet
4.323698,5.0609684,beautiful
-9.12278,-46.350487,wrong
20.740358,-48.142574,subject
-42.963493,29.771982,host
-15.233163,18.754114,filled
-30.725437,9.140392,lie
-62.6143,34.570263,levites
-8.882323,-46.22924,doing
-7.3072014,-9.761537,secret
-5.216571,21.852198,watch
-60.266365,4.806909,44
22.947655,-12.838757,lived
-19.68923,28.644175,break
-0.09754109,-8.986179,real
39.991806,30.54552,held
-14.85816,9.69443,song
-60.289146,13.609034,abraham
26.720108,50.831947,foot
-43.859627,31.823633,philistines
-42.758976,50.825947,thirty
-48.800625,22.487694,jews
-10.136709,-34.62057,question
-17.856518,-41.365562,comfort
-39.56049,40.487232,east
-3.2041001,39.392525,mountains
-16.897734,3.6115134,hell
-23.951908,32.7255,houses
11.654165,-17.220476,seems
2.4228067,-44.07108,account
55.76502,16.35325,stubb
45.272923,9.656124,taking
-38.37083,-21.836124,command
-29.750996,38.771942,temple
-13.178883,25.163046,bow
-66.1739,33.89036,tribe
54.19011,-19.315107,louisa
-57.63025,21.641657,bare
-27.12808,24.986284,therein
-57.010857,23.181543,joseph
-37.803757,-5.4286556,righteous
-34.123283,-19.852615,kill
-4.868728,-17.145573,order
-44.379425,-3.0747788,throne
-11.399769,37.726486,beast
55.823154,16.87392,queequeg
-32.99172,42.50965,ark
-28.04571,-0.56248766,ears
-35.691853,-7.337151,tongue
31.106941,-34.08714,late
-21.408997,42.29513,stones
-39.571316,40.584446,north
28.60218,-53.91429,mrs_weston
21.000866,-14.004845,story
-44.06367,13.126915,prophets
47.321716,2.5201266,everything
-47.615944,31.252857,smote
-48.468765,21.339174,disciples
42.46217,14.762109,smile
33.59027,14.854152,sitting
47.795696,-19.365686,speaking
-49.062958,19.758574,paul
-35.931828,26.422283,horses
29.129185,-38.02458,entered
-29.736137,47.48445,sacrifice
-19.85922,-23.962545,believed
19.450018,40.723248,arms
36.092674,-6.818382,talking
-46.596424,22.737661,departed
-30.550953,-0.41493344,wrath
14.965209,46.62166,bright
-35.52221,-19.080675,trust
32.841137,-38.95272,met
-11.863446,19.253397,lifted
11.363428,46.456734,sky
41.881104,24.767454,caught
2.7131324,-31.79001,perfectly
-32.955162,32.144325,plain
2.864051,-7.048747,human
-47.78482,-15.387875,understanding
-39.462215,-12.929687,stranger
-34.041317,21.329071,inheritance
-39.011417,32.86066,dwelt
46.120396,18.966566,turning
35.62926,47.033257,hat
-7.1958523,-5.9059505,rich
-10.512857,47.88332,heads
-43.979095,25.53471,thence
-36.5721,33.42137,built
-22.523136,-28.482718,trouble
-54.16662,1.4944752,lo
45.885254,36.791424,across
-27.640467,-20.903019,desire
-42.215763,50.09507,fifty
1.492433,33.50131,cloud
-12.868049,-48.69001,greater
-46.52872,-18.21592,loved
-61.07003,4.666345,43
32.794003,-35.74224,afterwards
0.8258873,-31.67133,thinking
2.8553605,-51.729073,happiness
-9.743116,23.64201,spread
-27.0854,-1.8099258,lips
-2.0843074,-18.75077,show
-43.249634,-41.37281,caesar
-43.130486,27.62135,gathered
-28.037493,-0.7074218,ear
27.264042,-51.547325,lucy
27.784094,-50.046124,mrs_jennings
-42.88897,22.0819,drew
48.54287,23.006287,struck
-31.709957,40.731518,court
-66.602905,28.418571,begat
-46.430946,-22.111738,yourselves
26.032614,9.163021,walking
11.02975,-19.048845,fact
5.3118596,-20.103071,whatever
-11.132205,17.560198,shut
52.5998,6.3870416,big
7.5342245,-7.067025,age
8.523805,49.568027,stars
-9.375777,-17.814278,service
-31.756836,-38.583313,mad
-3.1144142,13.683669,seat
3.456746,-6.5041976,form
8.913382,-8.231764,led
10.937902,-20.242046,natural
2.0121207,54.381794,mountain
-9.961866,-32.350872,worse
22.919985,-34.45856,talked
17.488552,-57.564377,particular
11.83288,22.435465,around
-2.0589967,-27.128796,nobody
-2.0256205,-36.23158,exactly
-43.519352,37.959007,inhabitants
-58.74218,5.4531446,48
-0.4679487,41.269505,grass
-28.817575,45.037086,offered
7.415862,20.173496,clear
-9.275317,-52.469547,obliged
36.32675,35.07348,deck
-24.052584,-34.051052,appear
-27.722284,-3.3764496,rejoice
36.11797,-36.39164,hours
13.13354,-19.000584,different
34.14253,43.22039,heavy
38.279346,-19.50308,won_t
9.371296,-57.864117,opinion
-3.8916624,25.303238,noise
-52.672943,10.702871,moreover
-8.408712,11.482461,places
-24.272827,37.073254,sheep
-52.598675,22.753546,joshua
-4.49571,49.501953,faces
-27.949638,12.165071,gather
33.83973,25.891214,horse
-18.43263,-4.347448,presence
6.1326876,-26.809513,giving
55.863457,-10.928181,tried
-40.404324,23.235895,beside
28.876657,-51.669533,willoughby
10.772485,-56.943596,acquaintance
-32.457855,5.8078213,cut_off
2.7858508,-57.091022,equal
-13.0983,12.202184,touch
34.426285,-17.822832,try
-5.7945304,-8.284304,taste
45.419224,-22.18653,ma_am
-26.374823,-31.364937,forget
-23.82122,27.91143,meat
8.16453,-24.577446,fancy
7.6828003,-54.64896,character
36.797333,-26.793108,sorry
28.251915,-54.118633,mr_elton
-31.074226,25.44614,bound
36.12436,-24.641062,says
-20.347097,-6.173336,church
-19.930899,53.527416,cubits
-8.53301,-29.364943,pay
-12.04749,-31.81213,purpose
-24.007217,43.962387,fat
-42.925236,28.555725,fled
17.261602,15.843895,figure
-8.691644,-17.987509,charge
-43.93963,23.32406,arose
-26.73781,-10.595324,ashamed
-64.01564,33.0468,families
-59.89785,4.879351,46
-57.13622,34.569542,reign
-25.972494,3.8840146,fallen
-33.4816,-10.688973,shame
-39.234257,-27.90952,hearts
40.792088,-23.679655,?'
-61.050896,4.7915225,45
-5.805349,-1.469578,youth
-40.440784,-1.8486964,enemy
-20.616673,32.84478,clothes
44.750225,39.91981,road
-15.696985,51.722847,broad
-31.711956,4.7764454,destroyed
51.040806,-4.7823286,father_brown
28.913952,27.838772,sudden
-17.389832,-7.7165318,delight
0.36821854,45.215927,streets
18.948315,-52.293552,feeling
30.644209,15.485458,cross
9.538978,-57.858086,interest
-41.86607,13.071512,sought
-38.869408,3.587939,wherein
25.257053,-19.536,happened
-47.633743,31.251558,slew
-47.040535,11.7447405,queen
-29.865343,31.714712,gates
8.623475,49.631462,moon
